frame,track_id,label,x1,y1,x2,y2,confidence,source,cx,cy
24,1,person,740,555,890,798,0.8935105800628662,main,815.0,676.5
24,2,person,800,51,844,131,0.8749464750289917,main,822.0,91.0
24,3,person,677,273,751,433,0.8948653936386108,main,714.0,353.0
24,4,person,1084,56,1125,125,0.848037600517273,main,1104.5,90.5
24,5,person,1033,0,1066,44,0.7708525061607361,main,1049.5,22.0
24,6,person,884,0,915,50,0.7969386577606201,main,899.5,25.0
24,8,person,1241,40,1271,102,0.4984570741653442,main,1256.0,71.0
24,11,person,0,449,12,481,0.2929322719573974,main,6.0,465.0
24,12,person,1180,38,1208,100,0.8119938969612122,main,1194.0,69.0
24,15,person,176,176,210,239,0.2947109043598175,main,193.0,207.5
24,21,racket,718,361,763,386,0.7993744015693665,main,740.5,373.5
25,1,person,740,555,890,797,0.8930765390396118,main,815.0,676.0
25,2,person,801,51,845,131,0.8944858312606812,main,823.0,91.0
25,3,person,678,272,751,432,0.8836484551429749,main,714.5,352.0
25,4,person,1085,57,1125,125,0.8453192114830017,main,1105.0,91.0
25,5,person,1033,0,1066,45,0.797020435333252,main,1049.5,22.5
25,6,person,884,0,915,50,0.805608868598938,main,899.5,25.0
25,8,person,1240,41,1269,102,0.3253480494022369,main,1254.5,71.5
25,11,person,0,449,12,481,0.2931210398674011,main,6.0,465.0
25,12,person,1180,39,1208,100,0.7955712080001831,main,1194.0,69.5
25,15,person,176,176,210,240,0.268195241689682,main,193.0,208.0
25,21,racket,718,361,762,386,0.7893468141555786,main,740.0,373.5
26,1,person,741,555,890,796,0.8974178433418274,main,815.5,675.5
26,2,person,801,52,846,131,0.8917689919471741,main,823.5,91.5
26,3,person,679,272,751,432,0.8779886960983276,main,715.0,352.0
26,4,person,1085,59,1125,124,0.8452898859977722,main,1105.0,91.5
26,5,person,1032,0,1066,45,0.7900171875953674,main,1049.0,22.5
26,6,person,885,0,915,50,0.8049535751342773,main,900.0,25.0
26,11,person,0,449,12,481,0.2959871888160705,main,6.0,465.0
26,12,person,1180,39,1208,99,0.764636218547821,main,1194.0,69.0
26,15,person,176,176,211,241,0.2597845494747162,main,193.5,208.5
26,21,racket,717,361,760,386,0.7971575260162354,main,738.5,373.5
27,1,person,741,555,889,796,0.8968303203582764,main,815.0,675.5
27,2,person,802,51,846,131,0.8780319094657898,main,824.0,91.0
27,3,person,680,272,751,432,0.881490170955658,main,715.5,352.0
27,4,person,1085,60,1125,125,0.852508544921875,main,1105.0,92.5
27,5,person,1032,0,1065,45,0.7645155191421509,main,1048.5,22.5
27,6,person,885,0,916,50,0.8020660281181335,main,900.5,25.0
27,11,person,0,449,11,480,0.3021647930145263,main,5.5,464.5
27,12,person,1180,39,1209,100,0.7280194759368896,main,1194.5,69.5
27,21,racket,716,361,759,386,0.7680894732475281,main,737.5,373.5
28,1,person,741,555,890,797,0.8872747421264648,main,815.5,676.0
28,2,person,802,51,847,131,0.8803504109382629,main,824.5,91.0
