frame,track_id,label,x1,y1,x2,y2,confidence
10,7,person,1301,48,1326,113,0.691557765007019
10,11,person,0,449,11,480,0.3371000587940216
10,12,person,1190,38,1218,102,0.7193505167961121
10,15,person,176,176,210,241,0.37060537934303284
10,13,person,1335,35,1363,101,0.4008723497390747
10,8,person,1252,36,1285,102,0.6718109846115112
10,21,racket,708,364,746,389,0.8202332854270935
11,1,person,730,555,892,794,0.7877751588821411
11,2,person,771,52,823,134,0.8826802968978882
11,3,person,668,281,747,437,0.9014414548873901
11,4,person,1073,51,1112,127,0.8648203015327454
11,5,person,1039,0,1068,44,0.7514383792877197
11,6,person,888,0,917,48,0.7935287356376648
11,7,person,1300,48,1325,113,0.6898918747901917
11,11,person,0,449,11,480,0.3375365436077118
11,12,person,1190,38,1218,102,0.6964326500892639
11,15,person,176,176,210,241,0.40137580037117004
11,13,person,1335,35,1363,100,0.3323848843574524
11,8,person,1251,36,1284,101,0.6573210954666138
11,21,racket,710,363,749,388,0.7808791399002075
12,1,person,731,555,892,794,0.6881056427955627
12,2,person,773,52,824,133,0.8548175096511841
12,3,person,668,281,747,437,0.8851042985916138
12,4,person,1074,51,1113,127,0.8543773889541626
12,5,person,1038,0,1068,44,0.7398055791854858
12,6,person,887,0,917,48,0.7924605011940002
12,7,person,1298,47,1324,114,0.7352805733680725
12,11,person,0,449,11,480,0.33576685190200806
12,12,person,1188,38,1217,101,0.6637584567070007
12,15,person,176,176,210,241,0.36063218116760254
12,13,person,1334,35,1362,100,0.3781314194202423
12,8,person,1250,36,1283,101,0.6249653697013855
12,21,racket,713,362,753,387,0.7924479246139526
13,1,person,725,555,883,794,0.6280345320701599
13,2,person,774,52,826,134,0.8544344902038574
13,3,person,668,281,747,437,0.8886778354644775
13,4,person,1076,51,1115,126,0.8479693531990051
13,5,person,1037,0,1067,44,0.757584273815155
13,6,person,887,0,917,48,0.7977858185768127
13,7,person,1297,47,1324,114,0.661833643913269
13,11,person,0,449,11,480,0.32306134700775146
13,12,person,1186,38,1214,101,0.7121465802192688
13,15,person,176,176,210,241,0.29447662830352783
13,13,person,1334,35,1362,100,0.2889249622821808
13,8,person,1250,36,1282,101,0.5960928201675415
13,21,racket,715,361,755,386,0.8111046552658081
14,1,person,732,555,888,794,0.7454781532287598
14,2,person,777,52,828,134,0.8737210631370544
14,3,person,668,280,748,437,0.8851239085197449
14,4,person,1079,51,1117,125,0.8372010588645935
14,5,person,1037,0,1067,45,0.7830499410629272
14,6,person,886,0,916,49,0.8181397914886475
14,7,person,1297,46,1324,114,0.30797016620635986
14,11,person,0,449,11,480,0.32345908880233765
14,12,person,1184,38,1213,101,0.7677044868469238
14,15,person,176,176,210,241,0.29511019587516785
14,8,person,1251,36,1282,100,0.4724631607532501
14,21,racket,716,360,757,385,0.8003814816474915
15,1,person,734,555,889,794,0.8174675107002258
15,2,person,779,52,829,134,0.8593629598617554
15,3,person,668,280,748,436,0.8966355919837952
15,4,person,1081,51,1119,125,0.8338457942008972
15,5,person,1036,0,1067,45,0.7872405052185059
15,6,person,886,0,916,49,0.8111662864685059
15,11,person,0,449,11,480,0.31440967321395874
15,12,person,1184,38,1212,101,0.8041146993637085
15,15,person,176,176,210,241,0.4277041256427765
15,8,person,1252,37,1282,99,0.2716973125934601
15,21,racket,717,360,758,385,0.8012061715126038
16,1,person,736,555,890,794,0.8509330153465271
16,2,person,781,52,829,134,0.8277549743652344
16,3,person,669,279,749,437,0.8955933451652527
16,4,person,1082,51,1121,125,0.8489197492599487
16,5,person,1036,0,1067,45,0.7970820069313049
16,6,person,886,0,916,49,0.8176442980766296
16,11,person,0,449,11,481,0.2851365804672241
16,12,person,1183,38,1212,101,0.7924043536186218
16,15,person,176,176,210,241,0.4615008234977722
16,8,person,1248,36,1279,100,0.37533557415008545
16,21,racket,718,360,760,385,0.7930725812911987
16,27,person,99,204,129,260,0.33685746788978577
16,28,person,393,73,422,128,0.36139753460884094
16,29,person,352,98,379,147,0.39892980456352234
17,1,person,737,555,890,794,0.8904514908790588
17,2,person,783,52,830,134,0.8268101215362549
17,3,person,670,278,749,436,0.8929080963134766
17,4,person,1083,51,1123,125,0.8617079257965088
17,5,person,1036,0,1067,44,0.8050037622451782
17,6,person,886,0,916,49,0.820014238357544
17,11,person,0,449,11,481,0.28641554713249207
17,12,person,1183,38,1211,101,0.8021911382675171
17,15,person,176,176,210,241,0.48403459787368774
17,8,person,1247,37,1278,101,0.2584461569786072
17,21,racket,717,361,760,386,0.7908993363380432
17,27,person,99,203,129,260,0.34517985582351685
17,28,person,393,73,422,128,0.3221034109592438
17,29,person,352,98,378,147,0.2991495728492737
18,1,person,737,555,890,794,0.8606235384941101
18,2,person,785,52,830,134,0.8241366147994995
18,3,person,671,277,750,436,0.8910738229751587
18,4,person,1084,51,1124,125,0.8671137094497681
18,5,person,1036,0,1067,44,0.810889720916748
18,6,person,886,0,916,49,0.808087170124054
18,11,person,0,449,12,481,0.28477972745895386
18,12,person,1183,38,1210,100,0.7873938083648682
18,15,person,176,176,210,241,0.4779067933559418
18,21,racket,718,361,761,386,0.7856740951538086
18,27,person,98,203,128,261,0.3260364830493927
18,28,person,392,74,421,128,0.2928636372089386
19,1,person,738,555,890,795,0.8915156722068787
19,2,person,787,52,833,133,0.8617043495178223
19,3,person,672,276,751,436,0.8911300301551819
19,4,person,1084,52,1125,125,0.8714950680732727
19,5,person,1035,0,1067,44,0.8129701614379883
19,6,person,885,0,916,49,0.8032419085502625
19,11,person,0,449,12,481,0.2844662368297577
19,12,person,1182,38,1210,100,0.7889740467071533
19,15,person,176,176,210,241,0.3423236906528473
19,21,racket,718,361,762,386,0.7844434380531311
19,28,person,391,74,421,129,0.2768387496471405
19,8,person,1243,36,1276,102,0.325225830078125
20,1,person,738,555,890,795,0.8956783413887024
20,2,person,790,51,834,133,0.879018247127533
20,3,person,673,275,751,436,0.8834564685821533
20,4,person,1084,52,1125,125,0.8735514283180237
20,5,person,1035,0,1067,44,0.8266316652297974
20,6,person,885,0,916,49,0.8078866600990295
20,11,person,0,449,12,481,0.28225868940353394
20,12,person,1182,38,1209,100,0.792529284954071
20,15,person,176,176,210,240,0.40583088994026184
20,21,racket,718,361,763,387,0.7978549003601074
20,8,person,1242,36,1275,103,0.271283358335495
21,1,person,739,555,890,796,0.8956305980682373
21,2,person,793,51,837,132,0.8500784635543823
21,3,person,674,274,751,436,0.8887999057769775
21,4,person,1084,53,1125,125,0.87156742811203
21,5,person,1034,0,1066,44,0.8191125988960266
21,6,person,884,0,916,50,0.7846015095710754
21,11,person,0,449,12,481,0.28124818205833435
21,12,person,1181,38,1208,100,0.8119325637817383
21,15,person,176,176,210,240,0.46035927534103394
21,21,racket,719,361,763,387,0.7914148569107056
21,8,person,1242,36,1275,103,0.3422884941101074
21,33,person,1242,39,1267,103,0.33380770683288574
22,1,person,739,555,890,797,0.8914411067962646
22,2,person,796,51,839,132,0.8744102120399475
22,3,person,675,273,751,435,0.8981872200965881
22,4,person,1084,54,1125,125,0.8762332201004028
22,5,person,1034,0,1066,44,0.8115311861038208
22,6,person,884,0,915,50,0.7817894816398621
22,11,person,0,449,12,481,0.2931061089038849
22,12,person,1180,38,1208,99,0.8025898337364197
22,15,person,176,176,210,240,0.3708457350730896
22,21,racket,718,361,764,387,0.7815475463867188
22,8,person,1241,38,1273,103,0.41121435165405273
23,1,person,739,555,890,798,0.8911384344100952
23,2,person,798,51,842,131,0.8647661805152893
23,3,person,676,273,752,434,0.8950539231300354
23,4,person,1084,55,1125,125,0.8799111843109131
23,5,person,1034,0,1066,44,0.7991203665733337
23,6,person,884,0,915,50,0.7850390076637268
23,11,person,0,449,12,481,0.29312142729759216
23,12,person,1180,38,1208,99,0.8123043775558472
23,15,person,176,176,210,239,0.34239938855171204
23,21,racket,718,361,763,387,0.797556459903717
23,8,person,1241,39,1272,103,0.5307900309562683
24,1,person,740,555,890,798,0.8935105800628662
24,2,person,800,51,844,131,0.8749464750289917
24,3,person,677,273,751,433,0.8948653936386108
24,4,person,1084,56,1125,125,0.848037600517273
24,5,person,1033,0,1066,44,0.7708525061607361
24,6,person,884,0,915,50,0.7969386577606201
24,11,person,0,449,12,481,0.29293227195739746
24,12,person,1180,38,1208,100,0.8119938969612122
24,15,person,176,176,210,239,0.2947109043598175
24,21,racket,718,361,763,386,0.7993744015693665
24,8,person,1241,40,1271,102,0.49845707416534424
25,1,person,740,555,890,797,0.8930765390396118
25,2,person,801,51,845,131,0.8944858312606812
25,3,person,678,272,751,432,0.8836484551429749
25,4,person,1085,57,1125,125,0.8453192114830017
25,5,person,1033,0,1066,45,0.797020435333252
25,6,person,884,0,915,50,0.805608868598938
25,11,person,0,449,12,481,0.2931210398674011
25,12,person,1180,39,1208,100,0.7955712080001831
25,15,person,176,176,210,240,0.268195241689682
25,21,racket,718,361,762,386,0.7893468141555786
25,8,person,1240,41,1269,102,0.32534804940223694
26,1,person,741,555,890,796,0.8974178433418274
26,2,person,801,52,846,131,0.8917689919471741
26,3,person,679,272,751,432,0.8779886960983276
26,4,person,1085,59,1125,124,0.8452898859977722
26,5,person,1032,0,1066,45,0.7900171875953674
26,6,person,885,0,915,50,0.8049535751342773
26,11,person,0,449,12,481,0.29598718881607056
26,12,person,1180,39,1208,99,0.764636218547821
26,15,person,176,176,211,241,0.2597845494747162
26,21,racket,717,361,760,386,0.7971575260162354
27,1,person,741,555,889,796,0.8968303203582764
27,2,person,802,51,846,131,0.8780319094657898
27,3,person,680,272,751,432,0.881490170955658
27,4,person,1085,60,1125,125,0.852508544921875
27,5,person,1032,0,1065,45,0.7645155191421509
27,6,person,885,0,916,50,0.8020660281181335
27,11,person,0,449,11,480,0.30216479301452637
27,12,person,1180,39,1209,100,0.7280194759368896
27,21,racket,716,361,759,386,0.7680894732475281
28,1,person,741,555,890,797,0.8872747421264648
28,2,person,802,51,847,131,0.8803504109382629
28,3,person,681,272,752,431,0.8784856200218201
28,4,person,1086,62,1125,125,0.847443699836731
28,5,person,1032,0,1066,45,0.7655442357063293
28,6,person,885,0,915,50,0.7862101793289185
28,11,person,0,449,11,481,0.29707905650138855
28,12,person,1181,39,1210,100,0.7251707315444946
28,21,racket,715,362,759,387,0.7620920538902283
28,15,person,177,176,211,241,0.29734739661216736
29,1,person,741,555,890,798,0.8852258324623108
29,2,person,802,51,847,131,0.871787428855896
29,3,person,682,272,752,431,0.8792167901992798
29,4,person,1086,63,1125,125,0.8529784679412842
29,5,person,1032,0,1066,45,0.7906335592269897
29,6,person,885,0,915,50,0.7893862724304199
29,11,person,0,449,11,481,0.29538699984550476
29,12,person,1182,39,1212,100,0.7664604783058167
29,21,racket,715,362,758,387,0.7510333061218262
29,8,person,1238,41,1267,102,0.5029796957969666
30,1,person,741,555,890,798,0.8835352659225464
30,2,person,802,51,848,131,0.8724167346954346
30,3,person,684,272,752,429,0.8773372769355774
30,4,person,1086,64,1125,125,0.8575661182403564
30,5,person,1032,0,1065,45,0.7784804701805115
30,6,person,885,0,915,50,0.7854156494140625
30,11,person,0,449,11,481,0.2985140383243561
30,12,person,1183,39,1214,101,0.8084697723388672
30,21,racket,715,362,759,387,0.7854010462760925
30,8,person,1237,41,1267,102,0.6260126829147339
30,15,person,176,177,210,241,0.31253546476364136
31,1,person,741,555,889,797,0.8847938179969788
31,2,person,802,50,848,131,0.8656978607177734
31,3,person,685,272,752,429,0.879387378692627
31,4,person,1085,65,1125,125,0.8543082475662231
31,5,person,1032,0,1065,45,0.7842638492584229
31,6,person,885,0,916,50,0.7660831212997437
31,11,person,0,449,11,481,0.2967919707298279
31,12,person,1184,38,1214,102,0.8071747422218323
31,21,racket,715,360,760,386,0.7910059094429016
31,8,person,1237,41,1266,101,0.6844771504402161
31,15,person,176,177,210,241,0.3664073944091797
32,1,person,742,555,889,796,0.8893788456916809
32,2,person,804,50,849,130,0.8711603879928589
32,3,person,686,272,753,429,0.8762158751487732
32,4,person,1085,66,1125,125,0.8403611779212952
32,5,person,1031,0,1065,45,0.7829428911209106
32,6,person,887,0,916,50,0.7539936900138855
32,11,person,0,449,11,481,0.3001146912574768
32,12,person,1183,39,1214,102,0.7977446913719177
32,21,racket,716,358,762,384,0.7585687041282654
32,8,person,1236,41,1266,102,0.6410421133041382
32,15,person,176,177,209,240,0.4384664297103882
33,1,person,742,555,889,796,0.8912159204483032
33,2,person,805,50,850,130,0.8640590906143188
33,3,person,687,272,753,429,0.8765210509300232
33,4,person,1085,66,1125,125,0.8452350497245789
33,5,person,1031,0,1064,45,0.7695310115814209
33,6,person,889,0,918,49,0.7735793590545654
33,11,person,0,449,11,481,0.29953181743621826
33,12,person,1184,39,1214,101,0.765222430229187
33,21,racket,720,356,765,380,0.7654425501823425
33,8,person,1236,42,1265,103,0.4386301040649414
33,15,person,177,178,207,232,0.28401318192481995
34,1,person,742,554,888,796,0.8810243606567383
34,2,person,807,50,851,130,0.8589223027229309
34,3,person,688,273,753,429,0.8822131752967834
34,4,person,1085,67,1125,124,0.8410186171531677
34,5,person,1031,0,1064,45,0.7299029231071472
34,6,person,891,0,919,49,0.7650690674781799
34,11,person,0,449,11,481,0.28531575202941895
34,12,person,1184,39,1214,101,0.7750381231307983
34,21,racket,724,353,768,377,0.7671886086463928
34,8,person,1236,43,1264,103,0.3892846405506134
35,1,person,743,555,888,796,0.8906831741333008
35,2,person,809,50,853,130,0.8399838805198669
35,3,person,689,274,753,429,0.8830648064613342
35,4,person,1085,68,1125,124,0.8350914716720581
35,5,person,1031,0,1064,45,0.7199825644493103
35,6,person,893,0,920,49,0.723294198513031
35,11,person,0,449,11,481,0.28460928797721863
35,12,person,1184,39,1214,102,0.72402423620224
35,21,racket,729,349,774,373,0.7276147603988647
35,8,person,1236,44,1264,103,0.42963701486587524
35,15,person,175,179,208,239,0.3276492953300476
36,1,person,744,555,888,795,0.885688304901123
36,2,person,811,50,854,130,0.8148073554039001
36,3,person,690,274,753,429,0.8803334832191467
36,4,person,1085,69,1124,124,0.8370896577835083
36,5,person,1031,0,1064,45,0.6668317317962646
36,6,person,894,0,921,49,0.7410284876823425
36,11,person,0,449,11,481,0.27038857340812683
36,12,person,1184,39,1214,102,0.6421180367469788
36,21,racket,733,344,777,368,0.7825359106063843
36,8,person,1235,44,1263,102,0.43045371770858765
36,15,person,174,179,209,240,0.3823484182357788
37,1,person,744,556,887,796,0.8714073300361633
37,2,person,813,50,854,130,0.8124426007270813
37,3,person,691,275,754,429,0.8821610808372498
37,4,person,1086,71,1124,124,0.8156366944313049
37,5,person,1032,1,1064,45,0.6768254041671753
37,6,person,895,0,922,50,0.7224895358085632
37,11,person,0,449,11,481,0.27475234866142273
37,12,person,1184,39,1214,102,0.5319638848304749
37,21,racket,735,338,782,365,0.6343493461608887
37,15,person,173,179,209,242,0.390551894903183
38,1,person,745,556,887,796,0.861383855342865
38,2,person,815,49,856,130,0.8198635578155518
38,3,person,693,275,756,429,0.8893873691558838
38,4,person,1085,71,1124,124,0.8134298324584961
38,5,person,1032,1,1064,45,0.764874279499054
38,6,person,896,0,922,50,0.7066827416419983
38,11,person,0,449,12,481,0.2733671963214874
38,12,person,1184,39,1213,101,0.4495880603790283
38,21,racket,740,333,784,358,0.6568887233734131
38,15,person,173,179,209,242,0.3832000494003296
38,49,racket,849,93,867,107,0.6547119617462158
39,1,person,747,558,887,796,0.8393598794937134
39,2,person,817,49,857,130,0.8278294801712036
39,3,person,695,275,758,429,0.8809688091278076
39,4,person,1085,71,1124,124,0.8082125782966614
39,5,person,1032,1,1063,45,0.7483124732971191
39,6,person,897,0,922,49,0.6697794198989868
39,11,person,0,449,12,481,0.27314135432243347
39,21,racket,739,327,786,354,0.49175864458084106
39,15,person,174,179,209,241,0.47618216276168823
39,49,racket,850,92,867,105,0.6818643808364868
40,1,person,749,561,886,796,0.8445954322814941
40,2,person,819,49,858,130,0.8130142688751221
40,3,person,697,275,762,429,0.9020018577575684
40,4,person,1085,72,1124,124,0.8180172443389893
40,5,person,1032,1,1064,45,0.688526451587677
40,6,person,899,0,924,49,0.6399667859077454
40,11,person,0,449,11,481,0.26273661851882935
40,21,racket,739,322,785,349,0.5180495381355286
40,15,person,175,179,210,240,0.4021536409854889
40,49,racket,851,92,868,104,0.5483306050300598
40,8,person,1234,46,1260,102,0.2889248728752136
40,12,person,1184,39,1213,99,0.36528053879737854
41,1,person,744,563,877,796,0.7880264520645142
41,2,person,821,49,861,130,0.7980380654335022
41,3,person,699,275,765,429,0.9038989543914795
41,4,person,1085,72,1125,124,0.8195160627365112
41,5,person,1033,1,1064,45,0.6336538791656494
41,6,person,901,0,926,49,0.7127315998077393
41,21,racket,738,318,783,346,0.7503250241279602
41,15,person,175,179,210,238,0.3743225634098053
41,49,racket,853,91,870,103,0.5336008667945862
41,52,person,1068,0,1091,20,0.40949746966362
41,8,person,1233,41,1260,102,0.3437729775905609
41,12,person,1185,39,1214,100,0.4479154050350189
42,1,person,743,567,871,796,0.8413964509963989
42,2,person,824,49,863,130,0.832396924495697
42,3,person,699,276,766,429,0.8992570638656616
42,4,person,1085,72,1125,124,0.8312094211578369
42,5,person,1032,0,1064,45,0.734289288520813
42,6,person,903,0,928,49,0.6704645156860352
42,21,racket,737,315,782,344,0.7263298630714417
42,15,person,176,179,212,239,0.3270748555660248
42,49,racket,854,90,872,103,0.42341798543930054
42,52,person,1066,0,1091,21,0.36020153760910034
42,12,person,1185,39,1214,100,0.3731311559677124
42,53,racket,861,90,877,103,0.38661009073257446
42,11,person,0,449,11,481,0.27304330468177795
43,1,person,744,572,866,794,0.8511694669723511
43,2,person,826,49,866,130,0.8473663330078125
43,3,person,700,276,767,429,0.8994989991188049
43,4,person,1084,72,1125,124,0.8271304965019226
43,5,person,1032,0,1064,45,0.7396068572998047
43,6,person,904,0,930,49,0.6632572412490845
43,21,racket,736,313,781,343,0.7179088592529297
43,15,person,176,179,213,238,0.3527876138687134
43,49,racket,854,90,873,103,0.440106600522995
43,52,person,1066,0,1091,22,0.35047608613967896
43,12,person,1186,39,1215,101,0.48761406540870667
43,53,racket,861,90,877,103,0.4734722375869751
43,11,person,0,449,11,481,0.2696351110935211
43,8,person,1231,42,1259,102,0.27264687418937683
44,1,person,746,578,864,794,0.8605338335037231
44,2,person,827,49,866,129,0.7852618098258972
44,3,person,700,276,768,429,0.8978439569473267
44,4,person,1084,71,1125,124,0.8409155011177063
44,5,person,1032,0,1064,45,0.7598421573638916
44,6,person,904,0,931,50,0.7707255482673645
44,21,racket,735,311,782,343,0.7804344296455383
44,49,racket,854,90,874,103,0.3897694945335388
44,52,person,1066,0,1092,23,0.4250374138355255
44,12,person,1186,39,1215,102,0.5099478960037231
44,53,racket,863,90,879,103,0.5003643035888672
44,11,person,0,449,11,481,0.27610811591148376
44,8,person,1230,41,1258,101,0.4540308713912964
45,1,person,744,584,869,816,0.7590956091880798
45,2,person,828,49,867,130,0.8041101098060608
45,3,person,699,276,769,429,0.8971872329711914
45,4,person,1084,71,1126,124,0.839176595211029
45,5,person,1032,0,1064,45,0.7592466473579407
45,6,person,905,0,932,50,0.7649375200271606
45,21,racket,736,310,782,344,0.7875765562057495
45,49,racket,854,90,875,103,0.3416022062301636
45,52,person,1066,0,1092,24,0.4289664030075073
45,12,person,1186,39,1216,102,0.5162643194198608
45,53,racket,864,91,879,103,0.4455625116825104
45,11,person,0,449,11,481,0.27855414152145386
46,1,person,750,592,865,804,0.8572739958763123
46,2,person,829,49,869,130,0.805689811706543
46,3,person,699,276,769,429,0.8954998254776001
46,4,person,1083,69,1126,124,0.8385809063911438
46,5,person,1032,0,1064,45,0.7525331377983093
46,6,person,904,0,932,50,0.7440903186798096
46,21,racket,737,310,781,343,0.7758293151855469
46,52,person,1066,0,1092,24,0.43576866388320923
46,12,person,1187,39,1216,102,0.45571765303611755
46,53,racket,864,91,880,103,0.41607120633125305
46,11,person,0,448,11,481,0.2790631353855133
46,56,racket,825,755,891,792,0.513978898525238
46,8,person,1228,42,1255,101,0.2818588316440582
47,1,person,747,601,870,830,0.6131176948547363
47,2,person,829,48,869,130,0.758176863193512
47,3,person,699,276,769,429,0.8950468301773071
47,4,person,1082,67,1127,124,0.8585164546966553
47,5,person,1032,0,1064,45,0.7418225407600403
47,6,person,904,0,933,50,0.7846524715423584
47,21,racket,739,310,780,342,0.7640830278396606
47,52,person,1066,0,1092,25,0.3743038773536682
47,12,person,1187,39,1216,102,0.5298668742179871
47,53,racket,864,92,879,104,0.37932223081588745
47,11,person,0,448,11,481,0.280768483877182
47,56,racket,826,756,892,792,0.49135223031044006
48,1,person,746,610,873,847,0.7232193350791931
48,2,person,830,48,870,130,0.7795776128768921
48,3,person,699,276,769,429,0.8965303897857666
48,4,person,1082,65,1128,124,0.8602436184883118
48,5,person,1033,0,1064,45,0.7472462058067322
48,6,person,905,4,933,50,0.6741135120391846
48,21,racket,740,311,779,342,0.7547852396965027
48,52,person,1066,0,1092,25,0.3762561082839966
48,12,person,1187,38,1216,101,0.538512110710144
48,53,racket,863,94,878,105,0.4056476354598999
48,11,person,0,448,11,481,0.28053560853004456
48,56,racket,826,756,892,792,0.531017005443573
49,1,person,757,620,864,814,0.5208507180213928
49,2,person,831,48,871,130,0.8369877934455872
49,3,person,698,277,769,430,0.8953726291656494
49,4,person,1082,64,1128,124,0.854180097579956
49,5,person,1032,0,1063,45,0.7582546472549438
49,6,person,905,1,934,50,0.7622165679931641
49,21,racket,740,312,778,342,0.7624590992927551
49,52,person,1065,0,1091,25,0.36447805166244507
49,12,person,1188,38,1215,99,0.4977963864803314
49,53,racket,861,94,876,106,0.387494295835495
49,11,person,0,448,11,481,0.27976247668266296
49,56,racket,823,756,890,793,0.26807472109794617
50,1,person,758,629,856,800,0.7448797225952148
